ts_idx,datetime,hour,dow,is_weekend,is_peak,util_mean,util_p75,util_p90,pct_surge,pct_offpeak,vol_mean,dur_mean,dyn_tariff,tariff_regime,wait_proxy,util_after
1,2022-06-19 00:00:00,0,6,1,0,0.30702725581139545,0.4275210084033613,0.5833333333333334,0.012145748987854251,0.5141700404858299,25.161885740093098,1.0970445343967623,15.0,Base,1.6361158142635475,0.32163142861410554
2,2022-06-19 00:05:00,0,6,1,0,0.30714292961127976,0.4275210084033613,0.5833333333333334,0.012145748987854251,0.5141700404858299,38.51471997291904,1.6793825911133602,15.0,Base,1.6361158142635475,0.3217702371739668
3,2022-06-19 00:10:00,0,6,1,0,0.3107485118279747,0.4289454001495886,0.5900000000000001,0.012145748987854251,0.5141700404858299,40.09332658548179,1.6892645074412953,15.0,Base,1.7813521524766687,0.3255313491772489
4,2022-06-19 00:15:00,0,6,1,0,0.31447480855375326,0.4404462834343136,0.6032703117015841,0.012145748987854251,0.5141700404858299,44.54409806564777,1.7268735942550613,15.0,Base,1.9841496688886786,0.3292372485042325
5,2022-06-19 00:20:00,0,6,1,0,0.3170527504190514,0.4423714759535655,0.6032703117015841,0.012145748987854251,0.5101214574898786,46.45068038705265,1.7436403509028333,15.0,Base,2.067172626230038,0.3316189177483068
6,2022-06-19 00:25:00,0,6,1,0,0.3193487012046573,0.4447353112274578,0.6192307692307693,0.012145748987854251,0.5101214574898786,47.88376349616194,1.7549763832510117,15.0,Base,2.2113378830135004,0.3339344363732201
7,2022-06-19 00:30:00,0,6,1,0,0.31987790691153484,0.4447353112274578,0.6192307692307693,0.012145748987854251,0.5101214574898786,48.493859649161934,1.759784075587045,15.0,Base,2.282935185601029,0.3344555135297414
8,2022-06-19 00:35:00,0,6,1,0,0.32083266564197926,0.44499449944994496,0.6264851485148515,0.016194331983805668,0.5101214574898786,48.5841520470162,1.7600179937206482,15.0,Base,2.359460881187991,0.3349147521243478
9,2022-06-19 00:40:00,0,6,1,0,0.3212946183564358,0.44604421175101805,0.6268890046899427,0.016194331983805668,0.5101214574898786,49.31452766531984,1.764939271218624,15.0,Base,2.342657998368013,0.33539885492169913
10,2022-06-19 00:45:00,0,6,1,0,0.3223919991132943,0.4486749680715198,0.6268890046899427,0.016194331983805668,0.5101214574898786,49.67317813804454,1.767712550615385,15.0,Base,2.3915630394447995,0.33650037850975745
11,2022-06-19 00:50:00,0,6,1,0,0.3222132904633593,0.45239880059970017,0.6205575820739969,0.016194331983805668,0.5101214574898786,49.725539811190295,1.7682186234858306,15.0,Base,2.351661902420164,0.336332517933573
12,2022-06-19 00:55:00,0,6,1,0,0.32145270658611935,0.4479599205632786,0.6141203351104342,0.016194331983805668,0.5101214574898786,49.39126855570445,1.7689068825425112,15.0,Base,2.287797517931163,0.33563009325301185
13,2022-06-19 01:00:00,1,6,1,0,0.3209356619362474,0.4479599205632786,0.6119838056680162,0.016194331983805668,0.5101214574898786,48.977076023303646,1.7683175888340086,15.0,Base,2.254631623314393,0.3350803905670494
14,2022-06-19 01:05:00,1,6,1,0,0.3207028938396242,0.4469102082622055,0.6062348178137652,0.016194331983805668,0.5101214574898786,48.85620782714978,1.7678812415587049,15.0,Base,2.264325990812611,0.33481722258407065
15,2022-06-19 01:10:00,1,6,1,0,0.3206707090556214,0.4469102082622055,0.6042419716206123,0.016194331983805668,0.5101214574898786,48.268918692704446,1.7651417004089074,15.0,Base,2.221696044581557,0.33480999213832463
16,2022-06-19 01:15:00,1,6,1,0,0.3203737912808623,0.4469102082622055,0.6044405594405594,0.016194331983805668,0.5101214574898786,48.15601889306881,1.7649628879716612,15.0,Base,2.204851616353721,0.3345064430472627
17,2022-06-19 01:20:00,1,6,1,0,0.32039887379793947,0.4469102082622055,0.6044405594405594,0.012145748987854251,0.5101214574898786,48.238630229101204,1.7655195681336042,15.0,Base,2.219389940694261,0.33500907699841304
18,2022-06-19 01:25:00,1,6,1,0,0.32096016539510464,0.4543478260869565,0.60492799279928,0.012145748987854251,0.5101214574898786,47.76289810915788,1.7638978857489882,15.0,Base,2.1791987909383446,0.33561620457884594
19,2022-06-19 01:30:00,1,6,1,0,0.32100386867834774,0.4543478260869565,0.6032241014799155,0.012145748987854251,0.5060728744939271,47.331072874364374,1.7618016194372477,15.0,Base,2.183915443374999,0.3354067569912097
20,2022-06-19 01:35:00,1,6,1,0,0.32081348031097146,0.4543478260869565,0.6032241014799155,0.012145748987854251,0.5060728744939271,47.22530364359514,1.7611336032429161,15.0,Base,2.15925405037153,0.33519945593862205
21,2022-06-19 01:40:00,1,6,1,0,0.3201823621802187,0.4543478260869565,0.6042367027400414,0.012145748987854251,0.5101214574898786,46.82559716406478,1.7572717049230777,15.0,Base,2.1236919744476093,0.3348779876063777
22,2022-06-19 01:45:00,1,6,1,0,0.3196314373860421,0.45707442888725125,0.6042367027400414,0.012145748987854251,0.5141700404858299,46.4633704450162,1.7544669365910939,15.0,Base,2.105880436350114,0.3345106003182601
23,2022-06-19 01:50:00,1,6,1,0,0.3183313944609173,0.4543478260869565,0.6042367027400414,0.012145748987854251,0.5182186234817814,46.269624381157904,1.7524583895708503,15.0,Base,2.0532907107368197,0.33343301344073006
24,2022-06-19 01:55:00,1,6,1,0,0.3176563422898955,0.4543478260869565,0.6027492069595309,0.012145748987854251,0.5182186234817814,45.83844804274901,1.7505229419797572,15.0,Base,2.00765759186411,0.33276708572981983
25,2022-06-19 02:00:00,2,6,1,0,0.31693991977131436,0.452012882447665,0.5989162339128471,0.012145748987854251,0.5222672064777328,45.14836144879759,1.7475382365951424,15.0,Base,1.9519440510289168,0.3322349036953568
26,2022-06-19 02:05:00,2,6,1,0,0.31620716201069277,0.452012882447665,0.5902265372168285,0.012145748987854251,0.5182186234817814,44.40823549276519,1.741632928489879,15.0,Base,1.891985938699634,0.33125725189056565
27,2022-06-19 02:10:00,2,6,1,0,0.3159880390477275,0.4558728098637248,0.5902265372168285,0.012145748987854251,0.5182186234817814,44.19234986497572,1.7390800719919035,15.0,Base,1.878731909548661,0.3310593104023281
28,2022-06-19 02:15:00,2,6,1,0,0.31561684553193364,0.4558728098637248,0.5855555555555556,0.012145748987854251,0.5182186234817814,44.44119883077328,1.7402564102348184,15.0,Base,1.8643793952618508,0.3307183633506381
29,2022-06-19 02:20:00,2,6,1,0,0.31525035092438053,0.4502248875562219,0.5855555555555556,0.012145748987854251,0.5141700404858299,44.25189271161538,1.7388056680404866,15.0,Base,1.853450822399334,0.3300820633312125
30,2022-06-19 02:25:00,2,6,1,0,0.3150869308232614,0.446360153256705,0.5855555555555556,0.012145748987854251,0.5141700404858299,43.506348400769234,1.7355825460971668,15.0,Base,1.8599835119578785,0.3299257750974649
31,2022-06-19 02:30:00,2,6,1,0,0.3151945580405383,0.446360153256705,0.5855555555555556,0.012145748987854251,0.5182186234817814,43.00132141200404,1.733327710291499,15.0,Base,1.9033460272278442,0.330294169548154
32,2022-06-19 02:35:00,2,6,1,0,0.31479909245673204,0.44494949494949493,0.592093023255814,0.012145748987854251,0.5182186234817814,43.042523616416986,1.7320951416963573,15.0,Base,1.9053842716586704,0.32984085015525666
33,2022-06-19 02:40:00,2,6,1,0,0.31506915455458084,0.44590643274853803,0.592093023255814,0.012145748987854251,0.5182186234817814,43.061039135951404,1.7308636977004055,15.0,Base,1.9490854032720049,0.3300868682150243
34,2022-06-19 02:45:00,2,6,1,0,0.31468356497246874,0.4425192519251925,0.592093023255814,0.012145748987854251,0.5182186234817814,43.0404183533522,1.730431848862349,15.0,Base,1.9396736581810763,0.3297232912773239
35,2022-06-19 02:50:00,2,6,1,0,0.3145520630163742,0.4425192519251925,0.592093023255814,0.012145748987854251,0.5182186234817814,42.98291835348581,1.7301990553400817,15.0,Base,1.9438995958480327,0.32959316031596897
36,2022-06-19 02:55:00,2,6,1,0,0.3142754495639229,0.44040404040404035,0.592093023255814,0.008097165991902834,0.5141700404858299,43.282579846412936,1.7312528114615389,15.0,Base,1.9409133036970645,0.32959284126410043
37,2022-06-19 03:00:00,3,6,1,0,0.3136101938412615,0.43961352657004826,0.592093023255814,0.012145748987854251,0.5263157894736842,43.22210976289876,1.7297368420971668,15.0,Base,1.9495570601357894,0.3291410024295292
38,2022-06-19 03:05:00,3,6,1,0,0.3130521588352023,0.43449656750572085,0.592093023255814,0.012145748987854251,0.5303643724696356,43.120715249817785,1.7287449392591099,15.0,Base,1.9352723968333283,0.3288029404329168
39,2022-06-19 03:10:00,3,6,1,0,0.3123444734862808,0.43449656750572085,0.592093023255814,0.016194331983805668,0.5263157894736842,42.39578609959107,1.723771929809717,15.0,Base,1.9133196425644798,0.3273613935529896
40,2022-06-19 03:15:00,3,6,1,0,0.31238080219369596,0.43961352657004826,0.592093023255814,0.016194331983805668,0.5263157894736842,41.96889338716193,1.7208569500526323,15.0,Base,1.92276688941261,0.3273759077392688
41,2022-06-19 03:20:00,3,6,1,0,0.31223746359967464,0.4373913043478261,0.592093023255814,0.016194331983805668,0.5303643724696356,41.937516868943305,1.7206477732672067,15.0,Base,1.9137052244355295,0.32741474781562313
42,2022-06-19 03:25:00,3,6,1,0,0.31226145085426105,0.44499449944994496,0.5887596899224807,0.016194331983805668,0.5344129554655871,42.081315787085025,1.7226923076477738,15.0,Base,1.9160067444849078,0.32763602641029443
43,2022-06-19 03:30:00,3,6,1,0,0.3125091587186593,0.44499449944994496,0.5887596899224807,0.016194331983805668,0.5384615384615384,42.151079621829936,1.7236842105263164,15.0,Base,1.9109422249319201,0.3280967476836819
44,2022-06-19 03:35:00,3,6,1,0,0.31283585619690896,0.44665287424264816,0.5893214876752897,0.016194331983805668,0.5344129554655871,42.409005284967606,1.7259221772429154,15.0,Base,1.9447291949224124,0.32813623073504633
45,2022-06-19 03:40:00,3,6,1,0,0.3128556755110889,0.44665287424264816,0.5893214876752897,0.016194331983805668,0.5303643724696356,42.53991228065182,1.727058029651822,15.0,Base,1.9358496940520653,0.32791030814178646
46,2022-06-19 03:45:00,3,6,1,0,0.31332827864437124,0.44665287424264816,0.5960630607089975,0.016194331983805668,0.5303643724696356,42.53991228065182,1.727058029651822,15.0,Base,1.9597971214903487,0.32840289573057774
47,2022-06-19 03:50:00,3,6,1,0,0.3128551828252712,0.44665287424264816,0.5960630607089975,0.016194331983805668,0.5263157894736842,42.76428475053845,1.7277462887894743,15.0,Base,1.9467384968623556,0.3276022097524053
48,2022-06-19 03:55:00,3,6,1,0,0.31326537771221824,0.44665287424264816,0.5977434952797606,0.016194331983805668,0.5263157894736842,42.86987179492307,1.728070175441296,15.0,Base,1.957477696773945,0.32806050516344687
49,2022-06-19 04:00:00,4,6,1,0,0.31321422604839283,0.4469102082622055,0.5951953334868371,0.016194331983805668,0.5303643724696356,43.4881072873927,1.7312348177894745,15.0,Base,1.9669582934933225,0.3282586882891243
50,2022-06-19 04:05:00,4,6,1,0,0.31325208221679823,0.4469102082622055,0.5951953334868371,0.016194331983805668,0.5303643724696356,43.79261133597571,1.7327935222429152,15.0,Base,1.9634120894092775,0.32829320197414813
51,2022-06-19 04:10:00,4,6,1,0,0.3133296062111852,0.44645648775403857,0.5951953334868371,0.016194331983805668,0.5263157894736842,43.79261133597571,1.7327935222429152,15.0,Base,1.9509296871518964,0.32814788703128167
52,2022-06-19 04:15:00,4,6,1,0,0.31378716728288664,0.44610281923714756,0.5922250364571341,0.012145748987854251,0.5263157894736842,43.7646952335749,1.7307085020283406,15.0,Base,1.9335353143242426,0.3291630614182152
53,2022-06-19 04:20:00,4,6,1,0,0.3133847826720848,0.44590643274853803,0.5922250364571341,0.012145748987854251,0.5263157894736842,43.75195681507287,1.7297570850000004,15.0,Base,1.9274192221374338,0.32875841856165483
54,2022-06-19 04:25:00,4,6,1,0,0.31380101230169644,0.44590643274853803,0.5922250364571341,0.012145748987854251,0.5222672064777328,43.75195681507287,1.7297570850000004,15.0,Base,1.9238730180533885,0.3289995250275369
55,2022-06-19 04:30:00,4,6,1,0,0.3127413120027466,0.43881987577639747,0.5942420455637797,0.008097165991902834,0.5222672064777328,43.735519566663974,1.7286156095263163,15.0,Base,1.8825500426293313,0.328433320193975
56,2022-06-19 04:35:00,4,6,1,0,0.31248772001449077,0.43370336108541474,0.5942420455637797,0.008097165991902834,0.5263157894736842,43.72766531672876,1.7280701754291499,15.0,Base,1.8927632132171601,0.32841125129525933
57,2022-06-19 04:40:00,4,6,1,0,0.3124798392878047,0.43370336108541474,0.5916675937256647,0.008097165991902834,0.5263157894736842,43.64345479029151,1.7273684210404858,15.0,Base,1.887251913270313,0.3283899290726383
58,2022-06-19 04:45:00,4,6,1,0,0.3121519739853968,0.43370336108541474,0.5946378907553677,0.008097165991902834,0.5222672064777328,44.17807017567611,1.7302069275748988,15.0,Base,1.8503461011409414,0.32786076843084627
59,2022-06-19 04:50:00,4,6,1,0,0.31216664215615714,0.43870277975766214,0.590957095709571,0.008097165991902834,0.5222672064777328,44.464001348870454,1.731781376518219,15.0,Base,1.8448348011940936,0.3278367796908889
60,2022-06-19 04:55:00,4,6,1,0,0.31234404796163595,0.44499449944994496,0.590957095709571,0.008097165991902834,0.5182186234817814,44.41789248684616,1.7310897435910937,15.0,Base,1.84213574586346,0.32776824113935316
61,2022-06-19 05:00:00,5,6,1,0,0.31141393171401255,0.44499449944994496,0.5861173533083646,0.008097165991902834,0.5303643724696356,44.525006746967634,1.7312145748987855,15.0,Base,1.8283797395456907,0.327450013450483
62,2022-06-19 05:05:00,5,6,1,0,0.3114134380756771,0.44499449944994496,0.5861173533083646,0.008097165991902834,0.5303643724696356,44.59119433134009,1.731443994619433,15.0,Base,1.8345601850854043,0.3274487306146826
63,2022-06-19 05:10:00,5,6,1,0,0.31163429755138705,0.44645648775403857,0.588976897689769,0.012145748987854251,0.5303643724696356,44.563394061461544,1.7309806567530364,15.0,Base,1.8332265153679221,0.3271998631904596
64,2022-06-19 05:15:00,5,6,1,0,0.31200307454913945,0.44499449944994496,0.5934653465346535,0.012145748987854251,0.5303643724696356,44.87093454777735,1.7333052181457498,15.0,Base,1.851280870500929,0.32767253902030624
